text,target,clean_text
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",spam,last chance claim ur 150 worth discount voucher today text shop 85023 savamob offer mobile c savamob pobox84 m263uz 3 00 sub 16
Printer is cool. I mean groovy. Wine is groovying,ham,printer cool mean groovy wine groovying
Hi Harish's rent has been transfred to ur Acnt.,ham,hi harish rent transfred ur acnt
Anything lor is she coming?,ham,anything lor coming
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,ham,cbe really good nowadays lot shop showroom city shaping good
Ü still attending da talks?,ham,still attending da talk
No probs hon! How u doinat the mo?,ham,probs hon u doinat mo
K I'll take care of it,ham,k take care
I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,ham,take phone callon friday assume year
My battery is low babe,ham,battery low babe
Shuhui has bought ron's present it's a swatch watch...,ham,shuhui bought ron present swatch watch
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",ham,yeah quite bit left swing tomorrow get
Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,ham,babe said 2 hour almost 4 internet
K I'll be sure to get up before noon and see what's what,ham,k sure get noon see
K...k...yesterday i was in cbe .,ham,k k yesterday cbe
Went to ganesh dress shop,ham,went ganesh dress shop
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",spam,pdate double min 1000 txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optout yhl
Ü collecting ur laptop then going to configure da settings izzit?,ham,collecting ur laptop going configure da setting izzit
If you r @ home then come down within 5 min,ham,r home come within 5 min
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",ham,aight 8 latest probably closer 7 jay tyler two trip
Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,ham,come aftr lt decimal gt cleaning house
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,ur cash balance currently 500 pound maximize ur cash send cash 86688 150p msg cc 08718720201 po box 114 14 tcr w1
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",ham,bill letter expecting one orange bill may still say orange
Tell me pa. How is pain de.,ham,tell pa pain de
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,ham,hi darlin hope nice night wish come cant wait see love fran p want dirty anal sex want 10 man gang bang
"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ham,ha know either clever simple thing pear day perfect christmas
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",ham,helloooo wake sweet morning welcome enjoy day full joy gud mrng
ALRITE,ham,alrite
Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,ham,must sit around wait summer day celebrate magical sight world dressed white oooooh let snow
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,spam,urgent mobile number awarded 2000 prize guaranteed call 09058094454 land line claim 3030 valid 12hrs
How do you guys go to see movies on your side.,ham,guy go see movie side
"Sorry,in meeting I'll call later",ham,sorry meeting call later
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,ham,tell thinking plus going stop run
Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,ham,kindly send one flat lt decimal gt today
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,spam,sorry u unsubscribe yet mob offer package min term 54 week pls resubmit request expiry reply themob help 4 info
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,ham,nothing lor bit bored dun u go home early 2 sleep today
What time should I tell my friend to be around?,ham,time tell friend around
Yes. that will be fine. Love you. Be safe.,ham,yes fine love safe
Thanks chikku..:-) gud nyt:-*,ham,thanks chikku gud nyt
Is xy in ur car when u picking me up?,ham,xy ur car u picking
"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",ham,thanx 4 time spent 2geva bin mint ur baby want u xxxx
"Yo, any way we could pick something up tonight?",ham,yo way could pick something tonight
I've not sent it. He can send me.,ham,sent send
Fine am simply sitting.,ham,fine simply sitting
Thts god's gift for birds as humans hav some natural gift frm god..,ham,thts god gift bird human hav natural gift frm god
Are you coming to day for class.,ham,coming day class
Im done. Just studyn in library,ham,im done studyn library
Ok... U enjoy ur shows...,ham,ok u enjoy ur show
Anything...,ham,anything
Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,ham,wuld without baby thought alone mite break wanna go crazy everyboy need lady xxxxxxxx
Wat's my dear doing? Sleeping ah?,ham,wat dear sleeping ah
Hi' Test on  &lt;#&gt; rd ....,ham,hi test lt gt rd
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,ham,2 student solved cat question xam 5 3 2 lt gt 9 2 4 lt gt 8 6 3 lt gt 7 2 5 tell answer u r brilliant 1thing got answr
Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,ham,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody 4 loko night
Yup n her fren lor. I'm meeting my fren at 730.,ham,yup n fren lor meeting fren 730
"Yeah, we got one lined up for us",ham,yeah got one lined u
"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",ham,stop wondering wow ever going stop tm ing tm whenever want mine laugh
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,ham,lol yep yesterday already got fireplace another icon sitting
Hey i've booked the pilates and yoga lesson already... Haha,ham,hey booked pilate yoga lesson already haha
Are you ok. What happen to behave like this,ham,ok happen behave like
You have 1 new message. Please call 08712400200.,spam,1 new message please call 08712400200
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,ham,supervisor find 4 one lor thk student havent ask yet tell u aft ask
"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",ham,hello news job making wait fifth week yeah im woozles weasel exeter still home 3
No message..no responce..what happend?,ham,message responce happend
We currently have a message awaiting your collection. To collect your message just call 08718723815.,spam,currently message awaiting collection collect message call 08718723815
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",ham,hey babe sorry get sooner gary come fix cause think know go far ptbo say cost lt gt buck know might cheaper find someone second hand machine right let know want babe
make that 3! 4 fucks sake?! x,ham,make 3 4 fuck sake x
Leave it. U will always be ignorant.,ham,leave u always ignorant
Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),ham,nope b going 2 sch fri quite early lor co mys si got paper da morn
at bruce b downs &amp; fletcher now,ham,bruce b down amp fletcher
Where are you ? You said you would be here when I woke ... :-(,ham,said would woke
Hey now am free you can call me.,ham,hey free call
Tell me whos this pls:-),ham,tell who pls
"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",spam,urgent mobile awarded 1 500 bonus caller prize 27 6 03 final attempt 2 contact u call 08714714011
"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",ham,think might give miss teaching til twelve lecture two damn working thing
Id have to check but there's only like 1 bowls worth left,ham,id check like 1 bowl worth left
Yes there were many sweets,ham,yes many sweet
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,ham,would still cozy exhausted last night nobody went school work everything closed
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam,u secret admirer reveal think u r special call 09065174042 opt reply reveal stop 1 50 per msg recd cust care 07821230901
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,ham,buzzzz grin buzz as buzz chest buzz cock keep phone vibrator feel shake
Sir send to group mail check it.,ham,sir send group mail check
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,ham,da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet got abt 7 n half page
NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,ham,none nowhere ikno doesdiscount shitinnit
You dont know you jabo me abi.,ham,dont know jabo abi
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam,ever notice driving anyone going slower idiot everyone driving faster maniac
Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,ham,yet ya sapna aunty manege day hogidhe chinnu full weak swalpa black agidhane
"Are you being good, baby? :)",ham,good baby
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,ham,neft transaction reference number lt gt r lt decimal gt credited beneficiary account lt gt lt time gt lt gt
